ID Giao Dịch,Ngày,Chi Nhánh,Khu Vực,Nhân Viên,Khách Hàng,Tuổi,Giới Tính,Địa Chỉ,Hãng Xe,Tên Xe,Loại Xe,Màu Sắc,Giá Niêm Yết,Nguồn Khách,Hình Thức,Dịch Vụ,Khuyến Mãi,Tổng Cộng
KHB-XM-005456,10/03/2025,CN Thanh Khê,Đà Nẵng,NV_101,Vũ Dũng,43,Nam,Đà Nẵng,Honda,Honda Air Blade 125,Tay ga,Xám xi măng,42500000,TikTok,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe, Phủ nano, Dán keo",0,44300000
KHB-XM-005457,22/06/2025,CN Thanh Khê,Đà Nẵng,NV_119,Huỳnh Giang,56,Nữ,Đà Nẵng,Honda,Honda Wave Alpha,Xe số,Xanh dương,18500000,Người quen giới thiệu,Trả góp,"Phủ nano, Dán keo, Khung bảo vệ, Bảo hiểm dân sự",0,20300000
KHB-XM-005458,02/09/2025,CN Thanh Xuân,Hà Nội,NV_181,Hoàng Bình,64,Nữ,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Xám xi măng,28000000,Tự tìm kiếm,Trả góp,Đăng ký xe,0,28450000
KHB-XM-005459,21/03/2025,CN Bình Tân,TP Hồ Chí Minh,NV_101,Trần Nam,48,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Đỏ,46500000,Tự tìm kiếm,Thanh toán chuẩn,Phủ nano,0,46950000
KHB-XM-005460,20/03/2025,CN Long Biên,Hà Nội,NV_169,Trần Hạnh,36,Nam,Hà Nội,Honda,Honda Blade 110,Xe số,Trắng,19500000,Website hệ thống,Trả góp,"Đăng ký xe, Phủ nano, Khung bảo vệ",0,20850000
KHB-XM-005461,08/06/2025,CN Hoàn Kiếm,Hà Nội,NV_104,Trần Linh,32,Nữ,Hà Nội,Honda,Honda Future 125 FI,Xe số,Đỏ,31000000,Tự tìm kiếm,Trả góp,Đăng ký xe,500000,30950000
KHB-XM-005462,29/01/2025,CN Quận 10,TP Hồ Chí Minh,NV_168,Huỳnh Dũng,32,Nam,TP Hồ Chí Minh,Honda,Honda SH 150i ABS,Tay ga,Đen,110000000,Tự tìm kiếm,Thanh toán chuẩn,Phủ nano,0,110450000
KHB-XM-005463,01/11/2025,CN Quận 1,TP Hồ Chí Minh,NV_111,Phạm Minh,27,Nam,TP Hồ Chí Minh,Honda,Honda Winner X,Xe côn,Xanh dương,46000000,Facebook,Trả góp,"Khung bảo vệ, Dán keo, Bảo hiểm dân sự, Phủ nano",0,47800000
KHB-XM-005464,23/08/2025,CN Long Biên,Hà Nội,NV_134,Lê Khánh,22,Nữ,Hà Nội,Yamaha,Yamaha Sirius,Xe số,Trắng,19000000,Website hệ thống,Trả góp,"Phủ nano, Khung bảo vệ, Đăng ký xe, Dán keo",500000,20300000
KHB-XM-005465,23/05/2025,CN Quận 10,TP Hồ Chí Minh,NV_199,Huỳnh An,43,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Raider R150,Xe côn,Vàng,50500000,Tự tìm kiếm,Trả góp,"Phủ nano, Khung bảo vệ, Dán keo, Đăng ký xe",0,52300000
KHB-XM-005466,26/12/2025,CN Quận 5,TP Hồ Chí Minh,NV_110,Trần Dũng,31,Nữ,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Đen,22500000,YouTube,Thanh toán chuẩn,"Đăng ký xe, Dán keo",500000,22900000
KHB-XM-005467,28/02/2025,CN Quận 5,TP Hồ Chí Minh,NV_190,Vũ Hạnh,31,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Xám xi măng,48500000,Facebook,Thanh toán chuẩn,"Dán keo, Đăng ký xe",0,49400000
KHB-XM-005468,27/01/2025,CN Quận 1,TP Hồ Chí Minh,NV_178,Huỳnh Quân,62,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Trắng,48500000,Tự tìm kiếm,Trả góp,"Đăng ký xe, Bảo hiểm dân sự, Khung bảo vệ, Dán keo",0,50300000
KHB-XM-005469,05/01/2025,CN Quận 10,TP Hồ Chí Minh,NV_199,Phạm Giang,38,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Xanh dương,55000000,YouTube,Thanh toán chuẩn,"Phủ nano, Đăng ký xe",0,55900000
KHB-XM-005470,26/09/2025,CN Hai Bà Trưng,Hà Nội,NV_196,Hoàng Dũng,62,Nữ,Hà Nội,Honda,Honda Winner X,Xe côn,Trắng,46000000,Facebook,Trả góp,"Dán keo, Phủ nano, Bảo hiểm dân sự, Đăng ký xe",0,47800000
KHB-XM-005471,23/01/2025,CN Hai Bà Trưng,Hà Nội,NV_190,Huỳnh Dũng,31,Nam,Hà Nội,Honda,Honda SH 150i ABS,Tay ga,Xanh dương,110000000,Facebook,Thanh toán chuẩn,"Phủ nano, Dán keo, Đăng ký xe",0,111350000
KHB-XM-005472,07/05/2025,CN Quận 10,TP Hồ Chí Minh,NV_139,Trần Khánh,38,Nữ,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Đỏ,22500000,Tự tìm kiếm,Thanh toán chuẩn,"Đăng ký xe, Bảo hiểm dân sự, Dán keo",500000,23350000
KHB-XM-005473,01/05/2025,CN Quận 5,TP Hồ Chí Minh,NV_133,Trần Linh,35,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Đen,29500000,Facebook,Thanh toán chuẩn,"Phủ nano, Dán keo",0,30400000
KHB-XM-005474,29/05/2025,CN Liên Chiểu,Đà Nẵng,NV_182,Nguyễn Khánh,51,Nam,Đà Nẵng,Honda,Honda Air Blade 125,Tay ga,Đỏ,42500000,Tự tìm kiếm,Trả góp,"Bảo hiểm dân sự, Khung bảo vệ, Phủ nano, Đăng ký xe",0,44300000
KHB-XM-005475,14/04/2025,CN Long Biên,Hà Nội,NV_135,Trần An,52,Nữ,Hà Nội,Honda,Honda Winner X,Xe côn,Trắng,46000000,Website hệ thống,Thanh toán chuẩn,"Phủ nano, Khung bảo vệ",0,46900000
KHB-XM-005476,29/07/2025,CN Long Biên,Hà Nội,NV_169,Vũ An,54,Nam,Hà Nội,Honda,Honda Lead 125,Tay ga,Xám xi măng,40000000,Facebook,Thanh toán chuẩn,"Khung bảo vệ, Phủ nano",0,40900000
KHB-XM-005477,10/11/2025,CN Bình Tân,TP Hồ Chí Minh,NV_156,Nguyễn Giang,51,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Jupiter Finn,Xe số,Đỏ,28000000,TikTok,Trả góp,"Đăng ký xe, Phủ nano, Dán keo",500000,28850000
KHB-XM-005478,05/06/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_142,Phạm Dũng,40,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Xám xi măng,48500000,Tự tìm kiếm,Thanh toán chuẩn,"Khung bảo vệ, Phủ nano",0,49400000
KHB-XM-005479,11/03/2025,CN Cầu Giấy,Hà Nội,NV_161,Hoàng Linh,33,Nam,Hà Nội,Honda,Honda Wave Alpha,Xe số,Xanh dương,18500000,Website hệ thống,Trả góp,"Bảo hiểm dân sự, Dán keo, Phủ nano, Đăng ký xe",0,20300000
KHB-XM-005480,16/12/2025,CN Quận 5,TP Hồ Chí Minh,NV_181,Trần Giang,18,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Janus,Tay ga,Trắng,29500000,Facebook,Trả góp,"Bảo hiểm dân sự, Dán keo, Phủ nano",0,30850000
KHB-XM-005481,14/11/2025,CN Long Biên,Hà Nội,NV_149,Lê Bình,54,Nam,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Trắng,28000000,Người quen giới thiệu,Thanh toán chuẩn,"Dán keo, Đăng ký xe, Khung bảo vệ, Bảo hiểm dân sự",0,29800000
KHB-XM-005482,25/06/2025,CN Hoàn Kiếm,Hà Nội,NV_174,Phạm Minh,62,Nam,Hà Nội,Yamaha,Yamaha NVX 155,Tay ga,Trắng,55000000,Facebook,Thanh toán chuẩn,"Khung bảo vệ, Bảo hiểm dân sự",0,55900000
KHB-XM-005483,31/10/2025,CN Quận 1,TP Hồ Chí Minh,NV_192,Huỳnh Bình,38,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Trắng,55000000,Facebook,Thanh toán chuẩn,"Phủ nano, Bảo hiểm dân sự, Dán keo, Đăng ký xe",0,56800000
KHB-XM-005484,10/02/2025,CN Quận 10,TP Hồ Chí Minh,NV_199,Huỳnh Hùng,64,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Trắng,19000000,TikTok,Trả góp,"Đăng ký xe, Phủ nano, Khung bảo vệ",500000,19850000
KHB-XM-005485,07/09/2025,CN Đống Đa,Hà Nội,NV_159,Trần An,49,Nữ,Hà Nội,Honda,Honda SH 150i ABS,Tay ga,Vàng,110000000,Facebook,Thanh toán chuẩn,"Dán keo, Phủ nano, Bảo hiểm dân sự",0,111350000
KHB-XM-005486,09/07/2025,CN Quận 1,TP Hồ Chí Minh,NV_102,Huỳnh Quân,25,Nam,TP Hồ Chí Minh,Suzuki,Suzuki Burgman Street,Tay ga,Trắng,49500000,Tự tìm kiếm,Thanh toán chuẩn,"Đăng ký xe, Dán keo, Khung bảo vệ, Phủ nano",0,51300000
KHB-XM-005487,13/04/2025,CN Thanh Xuân,Hà Nội,NV_107,Nguyễn Quân,28,Nữ,Hà Nội,Honda,Honda Vision,Tay ga,Vàng,33000000,Facebook,Thanh toán chuẩn,Bảo hiểm dân sự,0,33450000
KHB-XM-005488,28/08/2025,CN Quận 1,TP Hồ Chí Minh,NV_123,Trần Linh,23,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Xanh dương,55000000,Website hệ thống,Thanh toán chuẩn,"Dán keo, Phủ nano, Bảo hiểm dân sự, Đăng ký xe",0,56800000
KHB-XM-005489,30/06/2025,CN Long Biên,Hà Nội,NV_171,Phạm Khánh,33,Nữ,Hà Nội,Honda,Honda SH 150i ABS,Tay ga,Đen,110000000,Tự tìm kiếm,Trả góp,"Dán keo, Bảo hiểm dân sự, Đăng ký xe",0,111350000
KHB-XM-005490,24/02/2025,CN Đống Đa,Hà Nội,NV_104,Trần Giang,25,Nam,Hà Nội,Honda,Honda Air Blade 125,Tay ga,Đen,42500000,Tự tìm kiếm,Thanh toán chuẩn,"Bảo hiểm dân sự, Khung bảo vệ, Đăng ký xe",0,43850000
KHB-XM-005491,28/03/2025,CN Tân Bình,TP Hồ Chí Minh,NV_118,Phạm An,62,Nữ,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Xanh dương,40000000,Tự tìm kiếm,Trả góp,"Bảo hiểm dân sự, Dán keo",0,40900000
KHB-XM-005492,23/03/2025,CN Liên Chiểu,Đà Nẵng,NV_143,Trần Hùng,24,Nữ,Đà Nẵng,Honda,Honda Air Blade 125,Tay ga,Trắng,42500000,Facebook,Thanh toán chuẩn,Bảo hiểm dân sự,0,42950000
KHB-XM-005493,15/04/2025,CN Hai Bà Trưng,Hà Nội,NV_103,Phan Khánh,63,Nam,Hà Nội,Yamaha,Yamaha Jupiter Finn,Xe số,Vàng,28000000,Website hệ thống,Trả góp,"Khung bảo vệ, Dán keo, Bảo hiểm dân sự, Đăng ký xe",500000,29300000
KHB-XM-005494,27/07/2025,CN Tân Bình,TP Hồ Chí Minh,NV_106,Nguyễn Nam,45,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Xám xi măng,21500000,YouTube,Thanh toán chuẩn,Đăng ký xe,500000,21450000
KHB-XM-005495,26/08/2025,CN Quận 10,TP Hồ Chí Minh,NV_114,Phạm Hạnh,18,Nữ,TP Hồ Chí Minh,Honda,Honda SH 150i ABS,Tay ga,Trắng,110000000,YouTube,Trả góp,Khung bảo vệ,0,110450000
KHB-XM-005496,04/02/2025,CN Long Biên,Hà Nội,NV_112,Trần Giang,33,Nam,Hà Nội,Honda,Honda Wave Alpha,Xe số,Đen,18500000,TikTok,Thanh toán chuẩn,"Bảo hiểm dân sự, Phủ nano, Đăng ký xe",0,19850000
KHB-XM-005497,08/06/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_107,Hoàng Dũng,60,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Xám xi măng,46500000,Website hệ thống,Thanh toán chuẩn,"Đăng ký xe, Khung bảo vệ, Bảo hiểm dân sự, Phủ nano",0,48300000
KHB-XM-005498,24/12/2025,CN Bình Tân,TP Hồ Chí Minh,NV_190,Phan Minh,49,Nữ,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Trắng,40000000,Facebook,Thanh toán chuẩn,"Bảo hiểm dân sự, Khung bảo vệ",0,40900000
KHB-XM-005499,06/09/2025,CN Đống Đa,Hà Nội,NV_197,Huỳnh Linh,28,Nữ,Hà Nội,Yamaha,Yamaha Sirius,Xe số,Đen,19000000,Facebook,Trả góp,"Bảo hiểm dân sự, Khung bảo vệ",500000,19400000
KHB-XM-005500,02/03/2025,CN Hoàn Kiếm,Hà Nội,NV_150,Trần Quân,38,Nam,Hà Nội,Suzuki,Suzuki Satria F150,Xe côn,Xám xi măng,53500000,Website hệ thống,Thanh toán chuẩn,Phủ nano,0,53950000
KHB-XM-005501,26/10/2025,CN Liên Chiểu,Đà Nẵng,NV_165,Lê Hùng,31,Nam,Đà Nẵng,Suzuki,Suzuki Burgman Street,Tay ga,Trắng,49500000,TikTok,Trả góp,"Đăng ký xe, Phủ nano, Khung bảo vệ",0,50850000
KHB-XM-005502,13/05/2025,CN Đống Đa,Hà Nội,NV_189,Nguyễn Khánh,50,Nữ,Hà Nội,Honda,Honda Wave Alpha,Xe số,Xanh dương,18500000,YouTube,Trả góp,"Khung bảo vệ, Dán keo, Bảo hiểm dân sự, Đăng ký xe",500000,19800000
KHB-XM-005503,24/08/2025,CN Quận 1,TP Hồ Chí Minh,NV_139,Phạm Linh,55,Nam,TP Hồ Chí Minh,Honda,Honda Vision,Tay ga,Đen,33000000,Facebook,Trả góp,"Đăng ký xe, Khung bảo vệ, Bảo hiểm dân sự",0,34350000
KHB-XM-005504,25/03/2025,CN Thanh Xuân,Hà Nội,NV_151,Phan Hạnh,41,Nam,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Xanh dương,49500000,Facebook,Trả góp,"Bảo hiểm dân sự, Phủ nano",0,50400000
KHB-XM-005505,02/06/2025,CN Hoàn Kiếm,Hà Nội,NV_122,Phạm Linh,48,Nữ,Hà Nội,Suzuki,Suzuki Satria F150,Xe côn,Đỏ,53500000,Người quen giới thiệu,Thanh toán chuẩn,"Dán keo, Khung bảo vệ",0,54400000
KHB-XM-005506,19/01/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_149,Nguyễn Chi,55,Nữ,TP Hồ Chí Minh,Honda,Honda SH 150i ABS,Tay ga,Đen,110000000,TikTok,Thanh toán chuẩn,"Dán keo, Phủ nano, Đăng ký xe, Khung bảo vệ",0,111800000
KHB-XM-005507,22/03/2025,CN Đống Đa,Hà Nội,NV_138,Trần Quân,63,Nữ,Hà Nội,Honda,Honda Wave Alpha,Xe số,Đỏ,18500000,YouTube,Thanh toán chuẩn,"Khung bảo vệ, Đăng ký xe",0,19400000
KHB-XM-005508,21/12/2025,CN Bình Tân,TP Hồ Chí Minh,NV_134,Huỳnh Hùng,55,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Satria F150,Xe côn,Xám xi măng,53500000,TikTok,Trả góp,"Bảo hiểm dân sự, Khung bảo vệ, Phủ nano",0,54850000
KHB-XM-005509,10/11/2025,CN Thanh Khê,Đà Nẵng,NV_188,Vũ Giang,48,Nữ,Đà Nẵng,Honda,Honda Wave Alpha,Xe số,Xanh dương,18500000,YouTube,Thanh toán chuẩn,Dán keo,500000,18450000
KHB-XM-005510,14/10/2025,CN Quận 10,TP Hồ Chí Minh,NV_172,Phan Quân,41,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Đen,46500000,Tự tìm kiếm,Trả góp,Phủ nano,0,46950000
KHB-XM-005511,01/03/2025,CN Tân Bình,TP Hồ Chí Minh,NV_142,Phan Bình,48,Nam,TP Hồ Chí Minh,Honda,Honda Future 125 FI,Xe số,Trắng,31000000,TikTok,Trả góp,"Bảo hiểm dân sự, Đăng ký xe",500000,31400000
KHB-XM-005512,28/10/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_193,Lê Chi,50,Nam,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Xanh dương,22500000,Tự tìm kiếm,Trả góp,"Dán keo, Phủ nano",0,23400000
KHB-XM-005513,22/09/2025,CN Hai Bà Trưng,Hà Nội,NV_169,Nguyễn Quân,36,Nam,Hà Nội,Honda,Honda Lead 125,Tay ga,Đỏ,40000000,TikTok,Thanh toán chuẩn,"Dán keo, Đăng ký xe",0,40900000
KHB-XM-005514,08/06/2025,CN Thanh Xuân,Hà Nội,NV_128,Phạm Chi,22,Nam,Hà Nội,Honda,Honda SH 150i ABS,Tay ga,Vàng,110000000,TikTok,Trả góp,"Đăng ký xe, Khung bảo vệ, Dán keo, Bảo hiểm dân sự",0,111800000
KHB-XM-005515,16/10/2025,CN Liên Chiểu,Đà Nẵng,NV_102,Hoàng An,46,Nam,Đà Nẵng,Honda,Honda SH 150i ABS,Tay ga,Vàng,110000000,Website hệ thống,Trả góp,"Khung bảo vệ, Bảo hiểm dân sự, Đăng ký xe",0,111350000
KHB-XM-005516,04/03/2025,CN Quận 10,TP Hồ Chí Minh,NV_168,Nguyễn Dũng,57,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Vàng,19000000,Tự tìm kiếm,Thanh toán chuẩn,Đăng ký xe,500000,18950000
KHB-XM-005517,10/12/2025,CN Bình Tân,TP Hồ Chí Minh,NV_186,Nguyễn Quân,33,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Xám xi măng,21500000,YouTube,Thanh toán chuẩn,"Đăng ký xe, Phủ nano, Dán keo",500000,22350000
KHB-XM-005518,02/06/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_153,Huỳnh Khánh,40,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Grande,Tay ga,Đen,46500000,Tự tìm kiếm,Trả góp,"Khung bảo vệ, Đăng ký xe",0,47400000
KHB-XM-005519,27/07/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_198,Phan Chi,60,Nữ,TP Hồ Chí Minh,Honda,Honda Winner X,Xe côn,Vàng,46000000,Facebook,Trả góp,Đăng ký xe,0,46450000
KHB-XM-005520,30/03/2025,CN Bình Tân,TP Hồ Chí Minh,NV_131,Trần Hạnh,63,Nữ,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Xanh dương,22500000,YouTube,Trả góp,"Bảo hiểm dân sự, Khung bảo vệ, Đăng ký xe, Dán keo",0,24300000
KHB-XM-005521,26/08/2025,CN Quận 5,TP Hồ Chí Minh,NV_165,Huỳnh Quân,33,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Jupiter Finn,Xe số,Xanh dương,28000000,Website hệ thống,Trả góp,"Đăng ký xe, Phủ nano",500000,28400000
KHB-XM-005522,29/01/2025,CN Hoàn Kiếm,Hà Nội,NV_171,Phạm Hùng,46,Nam,Hà Nội,Honda,Honda Wave Alpha,Xe số,Đen,18500000,Facebook,Thanh toán chuẩn,Phủ nano,500000,18450000
KHB-XM-005523,25/02/2025,CN Bình Tân,TP Hồ Chí Minh,NV_108,Phạm Linh,19,Nam,TP Hồ Chí Minh,Honda,Honda Future 125 FI,Xe số,Đen,31000000,TikTok,Thanh toán chuẩn,"Đăng ký xe, Bảo hiểm dân sự, Phủ nano, Dán keo",0,32800000
KHB-XM-005524,23/01/2025,CN Quận 5,TP Hồ Chí Minh,NV_141,Huỳnh Minh,36,Nam,TP Hồ Chí Minh,Honda,Honda Wave RSX FI,Xe số,Trắng,22500000,TikTok,Thanh toán chuẩn,"Bảo hiểm dân sự, Dán keo",0,23400000
KHB-XM-005525,02/10/2025,CN Tân Bình,TP Hồ Chí Minh,NV_139,Lê Nam,26,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Vàng,55000000,YouTube,Thanh toán chuẩn,"Dán keo, Bảo hiểm dân sự, Phủ nano, Đăng ký xe",0,56800000
KHB-XM-005526,02/09/2025,CN Tân Bình,TP Hồ Chí Minh,NV_125,Hoàng An,29,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha NVX 155,Tay ga,Đen,55000000,YouTube,Trả góp,"Dán keo, Đăng ký xe, Phủ nano",0,56350000
KHB-XM-005527,15/02/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_109,Lê Dũng,57,Nam,TP Hồ Chí Minh,Honda,Honda Lead 125,Tay ga,Đỏ,40000000,YouTube,Trả góp,"Phủ nano, Đăng ký xe, Bảo hiểm dân sự",0,41350000
KHB-XM-005528,03/02/2025,CN Bình Tân,TP Hồ Chí Minh,NV_104,Lê Hùng,45,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Đen,48500000,TikTok,Trả góp,Khung bảo vệ,0,48950000
KHB-XM-005529,07/04/2025,CN Cầu Giấy,Hà Nội,NV_120,Trần Quân,65,Nam,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Xám xi măng,49500000,Người quen giới thiệu,Trả góp,Khung bảo vệ,0,49950000
KHB-XM-005530,25/02/2025,CN Quận 5,TP Hồ Chí Minh,NV_107,Lê Chi,48,Nam,TP Hồ Chí Minh,Honda,Honda Air Blade 125,Tay ga,Vàng,42500000,Tự tìm kiếm,Thanh toán chuẩn,"Phủ nano, Bảo hiểm dân sự",0,43400000
KHB-XM-005531,18/07/2025,CN Quận 10,TP Hồ Chí Minh,NV_160,Huỳnh Linh,62,Nam,TP Hồ Chí Minh,Honda,Honda Future 125 FI,Xe số,Xanh dương,31000000,TikTok,Thanh toán chuẩn,"Bảo hiểm dân sự, Dán keo",500000,31400000
KHB-XM-005532,19/06/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_136,Trần Hùng,61,Nữ,TP Hồ Chí Minh,Suzuki,Suzuki Burgman Street,Tay ga,Đen,49500000,YouTube,Trả góp,"Phủ nano, Dán keo, Đăng ký xe",0,50850000
KHB-XM-005533,26/06/2025,CN Quận 1,TP Hồ Chí Minh,NV_198,Phạm Nam,22,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Xám xi măng,48500000,YouTube,Trả góp,"Phủ nano, Đăng ký xe, Khung bảo vệ, Bảo hiểm dân sự",0,50300000
KHB-XM-005534,08/02/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_145,Nguyễn An,33,Nữ,TP Hồ Chí Minh,Yamaha,Yamaha Sirius,Xe số,Xám xi măng,19000000,TikTok,Thanh toán chuẩn,"Khung bảo vệ, Dán keo, Đăng ký xe",500000,19850000
KHB-XM-005535,21/05/2025,CN Thanh Xuân,Hà Nội,NV_119,Phan Quân,26,Nữ,Hà Nội,Suzuki,Suzuki Burgman Street,Tay ga,Đỏ,49500000,TikTok,Thanh toán chuẩn,"Khung bảo vệ, Bảo hiểm dân sự, Đăng ký xe, Phủ nano",0,51300000
KHB-XM-005536,17/11/2025,CN Liên Chiểu,Đà Nẵng,NV_121,Huỳnh Giang,55,Nam,Đà Nẵng,Yamaha,Yamaha Grande,Tay ga,Xanh dương,46500000,Người quen giới thiệu,Thanh toán chuẩn,"Đăng ký xe, Phủ nano",0,47400000
KHB-XM-005537,29/08/2025,CN Thanh Xuân,Hà Nội,NV_127,Trần Minh,23,Nam,Hà Nội,Honda,Honda Future 125 FI,Xe số,Trắng,31000000,TikTok,Trả góp,Phủ nano,500000,30950000
KHB-XM-005538,13/09/2025,CN Hai Bà Trưng,Hà Nội,NV_107,Huỳnh Giang,56,Nữ,Hà Nội,Yamaha,Yamaha Exciter 155,Xe côn,Vàng,48500000,Người quen giới thiệu,Thanh toán chuẩn,"Phủ nano, Khung bảo vệ, Đăng ký xe",0,49850000
KHB-XM-005539,23/04/2025,CN Đống Đa,Hà Nội,NV_148,Phạm Hùng,45,Nữ,Hà Nội,Honda,Honda Blade 110,Xe số,Xám xi măng,19500000,TikTok,Trả góp,Dán keo,500000,19450000
KHB-XM-005540,04/08/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_192,Hoàng Khánh,53,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Sirius FI,Xe số,Đen,21500000,Website hệ thống,Thanh toán chuẩn,"Bảo hiểm dân sự, Đăng ký xe, Dán keo",500000,22350000
KHB-XM-005541,28/06/2025,CN Đống Đa,Hà Nội,NV_154,Trần Minh,50,Nữ,Hà Nội,Honda,Honda Blade 110,Xe số,Vàng,19500000,YouTube,Thanh toán chuẩn,Phủ nano,0,19950000
KHB-XM-005542,03/05/2025,CN Long Biên,Hà Nội,NV_149,Lê Hùng,23,Nam,Hà Nội,Honda,Honda SH 150i ABS,Tay ga,Vàng,110000000,Người quen giới thiệu,Trả góp,"Bảo hiểm dân sự, Phủ nano, Đăng ký xe",0,111350000
KHB-XM-005543,22/09/2025,CN Bình Tân,TP Hồ Chí Minh,NV_176,Hoàng Linh,32,Nam,TP Hồ Chí Minh,Honda,Honda Winner X,Xe côn,Vàng,46000000,Website hệ thống,Thanh toán chuẩn,"Đăng ký xe, Dán keo",0,46900000
KHB-XM-005544,18/06/2025,CN Long Biên,Hà Nội,NV_170,Hoàng Quân,23,Nam,Hà Nội,Yamaha,Yamaha NVX 155,Tay ga,Đỏ,55000000,YouTube,Trả góp,"Bảo hiểm dân sự, Dán keo",0,55900000
KHB-XM-005545,21/02/2025,CN Liên Chiểu,Đà Nẵng,NV_179,Vũ Quân,21,Nữ,Đà Nẵng,Suzuki,Suzuki Satria F150,Xe côn,Trắng,53500000,Tự tìm kiếm,Thanh toán chuẩn,"Bảo hiểm dân sự, Phủ nano, Khung bảo vệ, Dán keo",0,55300000
KHB-XM-005546,03/10/2025,CN Bình Thạnh,TP Hồ Chí Minh,NV_158,Huỳnh Hùng,54,Nam,TP Hồ Chí Minh,Honda,Honda Air Blade 125,Tay ga,Xanh dương,42500000,YouTube,Trả góp,Khung bảo vệ,0,42950000
KHB-XM-005547,25/02/2025,CN Gò Vấp,TP Hồ Chí Minh,NV_186,Nguyễn Linh,32,Nam,TP Hồ Chí Minh,Honda,Honda Winner X,Xe côn,Trắng,46000000,Website hệ thống,Trả góp,Khung bảo vệ,0,46450000
KHB-XM-005548,12/08/2025,CN Liên Chiểu,Đà Nẵng,NV_150,Phan Giang,18,Nam,Đà Nẵng,Suzuki,Suzuki Raider R150,Xe côn,Đen,50500000,Facebook,Trả góp,"Khung bảo vệ, Bảo hiểm dân sự",0,51400000
KHB-XM-005549,12/10/2025,CN Hai Bà Trưng,Hà Nội,NV_175,Vũ Giang,23,Nam,Hà Nội,Suzuki,Suzuki Satria F150,Xe côn,Xám xi măng,53500000,Facebook,Trả góp,"Khung bảo vệ, Bảo hiểm dân sự, Dán keo, Đăng ký xe",0,55300000
KHB-XM-005550,16/05/2025,CN Bình Tân,TP Hồ Chí Minh,NV_107,Lê Linh,41,Nam,TP Hồ Chí Minh,Yamaha,Yamaha Exciter 155,Xe côn,Xanh dương,48500000,TikTok,Thanh toán chuẩn,"Phủ nano, Bảo hiểm dân sự, Khung bảo vệ, Dán keo",0,50300000
